Date,RB=F
2018-08-06,2.0650999546051025
2018-08-07,2.1040000915527344
2018-08-08,2.0195000171661377
2018-08-09,1.999899983406067
2018-08-10,2.0392000675201416
2018-08-13,2.014699935913086
2018-08-14,2.03410005569458
2018-08-15,1.9974000453948975
2018-08-16,1.9874000549316406
2018-08-17,1.9809000492095947
2018-08-20,2.0151000022888184
2018-08-21,2.017899990081787
2018-08-22,2.068000078201294
2018-08-23,2.0592000484466553
2018-08-24,2.077899932861328
2018-08-27,2.089600086212158
2018-08-28,2.078700065612793
2018-08-29,2.1059999465942383
2018-08-30,2.1435000896453857
2018-08-31,2.143699884414673
2018-09-04,1.9941999912261963
2018-09-05,1.9648000001907349
2018-09-06,1.9509999752044678
2018-09-07,1.9700000286102295
2018-09-10,1.9592000246047974
2018-09-11,2.01419997215271
2018-09-12,2.0348000526428223
2018-09-13,1.992900013923645
2018-09-14,1.9701999425888062
2018-09-17,1.9767999649047852
2018-09-18,2.0048999786376953
2018-09-19,2.020699977874756
2018-09-20,2.0146000385284424
2018-09-21,2.0171000957489014
2018-09-24,2.0546998977661133
2018-09-25,2.067699909210205
2018-09-26,2.058500051498413
2018-09-27,2.08240008354187
2018-09-28,2.1012001037597656
2018-10-01,2.127500057220459
2018-10-02,2.1268999576568604
2018-10-03,2.1377999782562256
2018-10-04,2.100399971008301
2018-10-05,2.0861001014709473
2018-10-08,2.0936999320983887
2018-10-09,2.077399969100952
2018-10-10,2.020400047302246
2018-10-11,1.9327000379562378
2018-10-12,1.9420000314712524
2018-10-15,1.9443000555038452
2018-10-16,1.9773000478744507
2018-10-17,1.9186999797821045
2018-10-18,1.8911000490188599
2018-10-19,1.9139000177383423
2018-10-22,1.9067000150680542
2018-10-23,1.8367999792099
2018-10-24,1.8222999572753906
2018-10-25,1.8128999471664429
2018-10-26,1.815000057220459
2018-10-29,1.8249000310897827
2018-10-30,1.805899977684021
2018-10-31,1.7680000066757202
2018-11-01,1.7165000438690186
2018-11-02,1.708299994468689
2018-11-05,1.6919000148773193
2018-11-06,1.694000005722046
2018-11-07,1.6474000215530396
2018-11-08,1.6442999839782715
2018-11-09,1.621399998664856
2018-11-12,1.6367000341415405
2018-11-13,1.5427000522613525
2018-11-14,1.5606000423431396
2018-11-15,1.5565999746322632
2018-11-16,1.5770000219345093
2018-11-19,1.582900047302246
2018-11-20,1.49590003490448
2018-11-21,1.510699987411499
2018-11-23,1.3912999629974365
2018-11-26,1.4426000118255615
2018-11-27,1.420799970626831
2018-11-28,1.3978999853134155
2018-11-29,1.454699993133545
2018-11-30,1.4413000345230103
2018-12-03,1.431399941444397
2018-12-04,1.4434000253677368
2018-12-06,1.43340003490448
2018-12-07,1.48580002784729
2018-12-10,1.4189000129699707
2018-12-11,1.4398000240325928
2018-12-12,1.4204000234603882
2018-12-13,1.4781999588012695
2018-12-14,1.4342999458312988
2018-12-17,1.4104000329971313
2018-12-18,1.3504999876022339
2018-12-19,1.386299967765808
2018-12-20,1.3223999738693237
2018-12-21,1.3183000087738037
2018-12-24,1.2488000392913818
2018-12-26,1.330399990081787
2018-12-27,1.3040000200271606
2018-12-28,1.326200008392334
2018-12-31,1.323699951171875
2019-01-02,1.325600028038025
2019-01-03,1.3494999408721924
2019-01-04,1.3478000164031982
2019-01-07,1.3408000469207764
2019-01-08,1.3625999689102173
2019-01-09,1.4254000186920166
2019-01-10,1.4306999444961548
2019-01-11,1.4006999731063843
2019-01-14,1.363800048828125
2019-01-15,1.4113999605178833
2019-01-16,1.4158999919891357
2019-01-17,1.4299999475479126
2019-01-18,1.4528000354766846
2019-01-22,1.4014999866485596
2019-01-23,1.385699987411499
2019-01-24,1.3875999450683594
2019-01-25,1.3894000053405762
2019-01-28,1.3330999612808228
2019-01-29,1.3509000539779663
2019-01-30,1.3823000192642212
2019-01-31,1.3626999855041504
2019-02-01,1.436900019645691
2019-02-04,1.4322999715805054
2019-02-05,1.4258999824523926
2019-02-06,1.4591000080108643
2019-02-07,1.4257999658584595
2019-02-08,1.4464000463485718
2019-02-11,1.4191999435424805
2019-02-12,1.4271999597549438
2019-02-13,1.4651000499725342
2019-02-14,1.5084999799728394
2019-02-15,1.5729000568389893
2019-02-19,1.5637999773025513
2019-02-20,1.598099946975708
2019-02-21,1.614400029182434
2019-02-22,1.611199975013733
2019-02-25,1.545199990272522
2019-02-26,1.586300015449524
2019-02-27,1.6339999437332153
2019-02-28,1.6292999982833862
2019-03-01,1.730299949645996
2019-03-04,1.7489999532699585
2019-03-05,1.7674000263214111
2019-03-06,1.7890000343322754
2019-03-07,1.805400013923645
2019-03-08,1.8016999959945679
2019-03-11,1.8259999752044678
2019-03-12,1.815500020980835
2019-03-13,1.8567999601364136
2019-03-14,1.8494999408721924
2019-03-15,1.857699990272522
2019-03-18,1.8827999830245972
2019-03-19,1.8931000232696533
2019-03-20,1.916599988937378
2019-03-21,1.920300006866455
2019-03-22,1.9258999824523926
2019-03-25,1.9378999471664429
2019-03-26,1.9557000398635864
2019-03-27,1.8954999446868896
2019-03-28,1.8798999786376953
2019-03-29,1.8955999612808228
2019-04-01,1.898900032043457
2019-04-02,1.9285000562667847
2019-04-03,1.951200008392334
2019-04-04,1.9399000406265259
2019-04-05,1.9687000513076782
2019-04-08,1.9880000352859497
2019-04-09,1.9989999532699585
2019-04-10,2.069200038909912
2019-04-11,2.030900001525879
2019-04-12,2.0369999408721924
2019-04-15,2.0118000507354736
2019-04-16,2.0316998958587646
2019-04-17,2.041800022125244
2019-04-18,2.072200059890747
2019-04-22,2.1298000812530518
2019-04-23,2.1315999031066895
2019-04-24,2.128499984741211
2019-04-25,2.1321001052856445
2019-04-26,2.100600004196167
2019-04-29,2.0827999114990234
2019-04-30,2.123199939727783
2019-05-01,2.064199924468994
2019-05-02,2.0183000564575195
2019-05-03,2.0264999866485596
2019-05-06,1.9966000318527222
2019-05-07,1.948699951171875
2019-05-08,1.975000023841858
2019-05-09,1.9753999710083008
2019-05-10,1.9890999794006348
2019-05-13,1.9637000560760498
2019-05-14,1.976699948310852
2019-05-15,2.012700080871582
2019-05-16,2.061800003051758
2019-05-17,2.047300100326538
2019-05-20,2.0099000930786133
2019-05-21,2.0192999839782715
2019-05-22,1.9911999702453613
2019-05-23,1.9133000373840332
2019-05-24,1.934499979019165
2019-05-28,1.9566999673843384
2019-05-29,1.945199966430664
2019-05-30,1.878600001335144
2019-05-31,1.8020000457763672
2019-06-03,1.7412999868392944
2019-06-04,1.7242000102996826
2019-06-05,1.6928000450134277
2019-06-06,1.7075999975204468
2019-06-07,1.7388999462127686
2019-06-10,1.730299949645996
2019-06-11,1.7562999725341797
2019-06-12,1.6861000061035156
2019-06-13,1.7199000120162964
2019-06-14,1.7324999570846558
2019-06-17,1.6907999515533447
2019-06-18,1.7214000225067139
2019-06-19,1.7354999780654907
2019-06-20,1.7862999439239502
2019-06-21,1.8560999631881714
2019-06-24,1.8549000024795532
2019-06-25,1.8772000074386597
2019-06-26,1.9703999757766724
2019-06-27,1.9465999603271484
2019-06-28,1.9424999952316284
2019-07-01,1.9305000305175781
2019-07-02,1.870300054550171
2019-07-03,1.916700005531311
2019-07-05,1.9294999837875366
2019-07-08,1.9012999534606934
2019-07-09,1.926900029182434
2019-07-10,2.005199909210205
2019-07-11,1.9895000457763672
2019-07-12,1.9769999980926514
2019-07-15,1.930299997329712
2019-07-16,1.891800045967102
2019-07-17,1.8787000179290771
2019-07-18,1.8342000246047974
2019-07-19,1.840499997138977
2019-07-22,1.8279000520706177
2019-07-23,1.8604999780654907
2019-07-24,1.8551000356674194
2019-07-25,1.8803000450134277
2019-07-26,1.874400019645691
2019-07-29,1.8633999824523926
2019-07-30,1.8969000577926636
2019-07-31,1.9019999504089355
2019-08-01,1.749899983406067
2019-08-02,1.781499981880188
2019-08-05,1.718000054359436
2019-08-06,1.6872999668121338
2019-08-07,1.620300054550171
2019-08-08,1.6456999778747559
2019-08-09,1.6740000247955322
2019-08-12,1.6651999950408936
2019-08-13,1.7364000082015991
2019-08-14,1.6757999658584595
2019-08-15,1.6363999843597412
2019-08-16,1.6568000316619873
2019-08-19,1.6643999814987183
2019-08-20,1.6811000108718872
2019-08-21,1.6937999725341797
2019-08-22,1.6675000190734863
2019-08-23,1.642799973487854
2019-08-26,1.6165000200271606
2019-08-27,1.649899959564209
2019-08-28,1.6823999881744385
2019-08-29,1.6847000122070312
2019-08-30,1.6133999824523926
2019-09-03,1.4704999923706055
2019-09-04,1.5328999757766724
2019-09-05,1.5460000038146973
2019-09-06,1.5742000341415405
2019-09-09,1.5845999717712402
2019-09-10,1.5908000469207764
2019-09-11,1.5699000358581543
2019-09-12,1.5529999732971191
2019-09-13,1.5530999898910522
2019-09-16,1.7524000406265259
2019-09-17,1.6750999689102173
2019-09-18,1.6576999425888062
2019-09-19,1.700700044631958
2019-09-20,1.6784000396728516
2019-09-23,1.6837999820709229
2019-09-24,1.6542999744415283
2019-09-25,1.6252000331878662
2019-09-26,1.6612000465393066
2019-09-27,1.6513999700546265
2019-09-30,1.6049000024795532
2019-10-01,1.573699951171875
2019-10-02,1.5455000400543213
2019-10-03,1.555899977684021
2019-10-04,1.5734000205993652
2019-10-07,1.5693999528884888
2019-10-08,1.580899953842163
2019-10-09,1.5871000289916992
2019-10-10,1.6232999563217163
2019-10-11,1.638800024986267
2019-10-14,1.6131999492645264
2019-10-15,1.614400029182434
2019-10-16,1.6247999668121338
2019-10-17,1.622499942779541
2019-10-18,1.6230000257492065
2019-10-21,1.607200026512146
2019-10-22,1.6088999509811401
2019-10-23,1.651900053024292
2019-10-24,1.6632000207901
2019-10-25,1.6729999780654907
2019-10-28,1.6727999448776245
2019-10-29,1.6857000589370728
2019-10-30,1.6644999980926514
2019-10-31,1.6311999559402466
2019-11-01,1.6556999683380127
2019-11-04,1.663699984550476
2019-11-05,1.6746000051498413
2019-11-06,1.6261999607086182
2019-11-07,1.6354999542236328
2019-11-08,1.6337000131607056
2019-11-11,1.6098999977111816
2019-11-12,1.614400029182434
2019-11-13,1.6365000009536743
2019-11-14,1.6158000230789185
2019-11-15,1.6349999904632568
2019-11-18,1.621000051498413
2019-11-19,1.603700041770935
2019-11-20,1.6562999486923218
2019-11-21,1.7043999433517456
2019-11-22,1.674299955368042
2019-11-25,1.6748000383377075
2019-11-26,1.704699993133545
2019-11-27,1.6792000532150269
2019-11-29,1.597000002861023
2019-12-02,1.5733000040054321
2019-12-03,1.5628999471664429
2019-12-04,1.604200005531311
2019-12-05,1.6210999488830566
2019-12-06,1.6474000215530396
2019-12-09,1.6548000574111938
2019-12-10,1.652500033378601
2019-12-11,1.626099944114685
2019-12-12,1.6282999515533447
2019-12-13,1.6632000207901
2019-12-16,1.6627000570297241
2019-12-17,1.6857000589370728
2019-12-18,1.6837999820709229
2019-12-19,1.7067999839782715
2019-12-20,1.7058000564575195
2019-12-23,1.7051000595092773
2019-12-24,1.7269999980926514
2019-12-26,1.7537000179290771
2019-12-27,1.7473000288009644
2019-12-30,1.7282999753952026
2019-12-31,1.6978000402450562
2020-01-02,1.704200029373169
2020-01-03,1.7488000392913818
2020-01-06,1.7544000148773193
2020-01-07,1.7222000360488892
2020-01-08,1.648800015449524
2020-01-09,1.6526999473571777
2020-01-10,1.659600019454956
2020-01-13,1.6572999954223633
2020-01-14,1.6543999910354614
2020-01-15,1.6368000507354736
2020-01-16,1.6548000574111938
2020-01-17,1.6405999660491943
2020-01-21,1.6365000009536743
2020-01-22,1.5795999765396118
2020-01-23,1.5601999759674072
2020-01-24,1.5152000188827515
2020-01-27,1.4839999675750732
2020-01-28,1.5032000541687012
2020-01-29,1.5307999849319458
2020-01-30,1.4937000274658203
2020-01-31,1.488700032234192
2020-02-03,1.4737000465393066
2020-02-04,1.4431999921798706
2020-02-05,1.486299991607666
2020-02-06,1.4980000257492065
2020-02-07,1.523900032043457
2020-02-10,1.521299958229065
2020-02-11,1.51419997215271
2020-02-12,1.5809999704360962
2020-02-13,1.580199956893921
2020-02-14,1.583299994468689
2020-02-18,1.614799976348877
2020-02-19,1.6633000373840332
2020-02-20,1.669700026512146
2020-02-21,1.6505999565124512
2020-02-24,1.6090999841690063
2020-02-25,1.5324000120162964
2020-02-26,1.4549000263214111
2020-02-27,1.410599946975708
2020-02-28,1.3954999446868896
2020-03-02,1.5396000146865845
2020-03-03,1.5312999486923218
2020-03-04,1.5555000305175781
2020-03-05,1.5218000411987305
2020-03-06,1.3890000581741333
2020-03-09,1.1368999481201172
2020-03-10,1.157099962234497
2020-03-11,1.1102999448776245
2020-03-12,0.8974999785423279
2020-03-13,0.8992000222206116
2020-03-16,0.6898999810218811
2020-03-17,0.7113999724388123
2020-03-18,0.6377000212669373
2020-03-19,0.6850000023841858
2020-03-20,0.605400025844574
2020-03-23,0.41179999709129333
2020-03-24,0.44369998574256897
2020-03-25,0.5468000173568726
2020-03-26,0.5437999963760376
2020-03-27,0.5737000107765198
2020-03-30,0.5855000019073486
2020-03-31,0.573199987411499
2020-04-01,0.546500027179718
2020-04-02,0.6628000140190125
2020-04-03,0.6916000247001648
2020-04-06,0.7016000151634216
2020-04-07,0.6481999754905701
2020-04-08,0.6779999732971191
2020-04-09,0.677299976348877
2020-04-13,0.7032999992370605
2020-04-14,0.7200000286102295
2020-04-15,0.7203999757766724
2020-04-16,0.7050999999046326
2020-04-17,0.7106999754905701
2020-04-20,0.6682999730110168
2020-04-21,0.5102999806404114
2020-04-22,0.6384000182151794
2020-04-23,0.6435999870300293
2020-04-24,0.6611999869346619
2020-04-27,0.6482999920845032
2020-04-28,0.6672000288963318
2020-04-29,0.7271999716758728
2020-04-30,0.6977999806404114
2020-05-01,0.7663000226020813
2020-05-04,0.8215000033378601
2020-05-05,0.9013000130653381
2020-05-06,0.8769000172615051
2020-05-07,0.9314000010490417
2020-05-08,0.9521999955177307
2020-05-11,0.9241999983787537
2020-05-12,0.9185000061988831
2020-05-13,0.8526999950408936
2020-05-14,0.9144999980926514
2020-05-15,0.9702000021934509
2020-05-18,1.0257999897003174
2020-05-19,1.045199990272522
2020-05-20,1.0437999963760376
2020-05-21,1.0450999736785889
2020-05-22,1.0382000207901
2020-05-26,1.0489000082015991
2020-05-27,0.9933000206947327
2020-05-28,0.9984999895095825
2020-05-29,1.0259000062942505
2020-06-01,1.0666999816894531
2020-06-02,1.118299961090088
2020-06-03,1.1193000078201294
2020-06-04,1.1490000486373901
2020-06-05,1.2136000394821167
2020-06-08,1.1950000524520874
2020-06-09,1.2102999687194824
2020-06-10,1.2099000215530396
2020-06-11,1.1188000440597534
2020-06-12,1.1243000030517578
2020-06-15,1.1656999588012695
2020-06-16,1.2072999477386475
2020-06-17,1.2152999639511108
2020-06-18,1.257699966430664
2020-06-19,1.2716000080108643
2020-06-22,1.2913000583648682
2020-06-23,1.299399971961975
2020-06-24,1.1964000463485718
2020-06-25,1.194200038909912
2020-06-26,1.1533000469207764
2020-06-29,1.1841000318527222
2020-06-30,1.2000999450683594
2020-07-01,1.2168999910354614
2020-07-02,1.2591999769210815
2020-07-06,1.2408000230789185
2020-07-07,1.274999976158142
2020-07-08,1.2908999919891357
2020-07-09,1.250499963760376
2020-07-10,1.2831000089645386
2020-07-13,1.2733999490737915
2020-07-14,1.2474000453948975
2020-07-15,1.2645000219345093
2020-07-16,1.2338999509811401
2020-07-17,1.2244999408721924
2020-07-20,1.2285000085830688
2020-07-21,1.2797000408172607
2020-07-22,1.2827999591827393
2020-07-23,1.2585999965667725
2020-07-24,1.2848000526428223
2020-07-27,1.2747000455856323
2020-07-28,1.2655999660491943
2020-07-29,1.2415000200271606
2020-07-30,1.2203999757766724
2020-07-31,1.1871000528335571
2020-08-03,1.2130999565124512
2020-08-04,1.2143000364303589
2020-08-05,1.2228000164031982
2020-08-06,1.2280999422073364
2020-08-07,1.2075999975204468
2020-08-10,1.2293000221252441
2020-08-11,1.2044999599456787
2020-08-12,1.2438000440597534
2020-08-13,1.2347999811172485
2020-08-14,1.2446000576019287
2020-08-17,1.2699999809265137
2020-08-18,1.2829999923706055
2020-08-19,1.2905000448226929
2020-08-20,1.2964999675750732
2020-08-21,1.28410005569458
2020-08-24,1.3671000003814697
2020-08-25,1.395900011062622
2020-08-26,1.3605999946594238
2020-08-27,1.284500002861023
2020-08-28,1.315500020980835
2020-08-31,1.2761000394821167
2020-09-01,1.2246999740600586
2020-09-02,1.2020000219345093
2020-09-03,1.2049000263214111
2020-09-04,1.1771999597549438
2020-09-08,1.1028000116348267
2020-09-09,1.1193000078201294
2020-09-10,1.0976999998092651
2020-09-11,1.0949000120162964
2020-09-14,1.1067999601364136
2020-09-15,1.138100028038025
2020-09-16,1.1888999938964844
2020-09-17,1.2244000434875488
2020-09-18,1.2366000413894653
2020-09-21,1.1770999431610107
2020-09-22,1.1642999649047852
2020-09-23,1.1813000440597534
2020-09-24,1.1957000494003296
2020-09-25,1.2142000198364258
2020-09-28,1.2466000318527222
2020-09-29,1.20169997215271
2020-09-30,1.2007999420166016
2020-10-01,1.152400016784668
2020-10-02,1.1234999895095825
2020-10-05,1.194100022315979
2020-10-06,1.2351000308990479
2020-10-07,1.2008999586105347
2020-10-08,1.231600046157837
2020-10-09,1.2031999826431274
2020-10-12,1.1756999492645264
2020-10-13,1.1827000379562378
2020-10-14,1.197100043296814
2020-10-15,1.1799999475479126
2020-10-16,1.1687999963760376
2020-10-19,1.1622999906539917
2020-10-20,1.1878999471664429
2020-10-21,1.1403000354766846
2020-10-22,1.1581000089645386
2020-10-23,1.1389000415802002
2020-10-26,1.1116000413894653
2020-10-27,1.143399953842163
2020-10-28,1.0814000368118286
2020-10-29,1.0514999628067017
2020-10-30,1.0494999885559082
2020-11-02,1.0520000457763672
2020-11-03,1.0769000053405762
2020-11-04,1.1081000566482544
2020-11-05,1.1159000396728516
2020-11-06,1.0844000577926636
2020-11-09,1.1606999635696411
2020-11-10,1.194100022315979
2020-11-11,1.1758999824523926
2020-11-12,1.157099962234497
2020-11-13,1.1253999471664429
2020-11-16,1.1468000411987305
2020-11-17,1.1532000303268433
2020-11-18,1.1628999710083008
2020-11-19,1.162500023841858
2020-11-20,1.1751999855041504
2020-11-23,1.2039999961853027
2020-11-24,1.2582000494003296
2020-11-25,1.287500023841858
2020-11-27,1.281999945640564
2020-11-30,1.248900055885315
2020-12-01,1.2203999757766724
2020-12-02,1.23989999294281
2020-12-03,1.2617000341415405
2020-12-04,1.2684999704360962
2020-12-07,1.2558000087738037
2020-12-08,1.2559000253677368
2020-12-09,1.2759000062942505
2020-12-10,1.31659996509552
2020-12-11,1.3077000379562378
2020-12-14,1.319100022315979
2020-12-15,1.326799988746643
2020-12-16,1.3529000282287598
2020-12-17,1.388100028038025
2020-12-18,1.3955999612808228
2020-12-21,1.3603999614715576
2020-12-22,1.3394999504089355
2020-12-23,1.3819999694824219
2020-12-24,1.3789000511169434
2020-12-28,1.3676999807357788
2020-12-29,1.3878999948501587
2020-12-30,1.4119999408721924
2020-12-31,1.408400058746338
2021-01-04,1.3729000091552734
2021-01-05,1.4521000385284424
2021-01-06,1.475000023841858
2021-01-07,1.482699990272522
2021-01-08,1.5422999858856201
2021-01-11,1.520799994468689
2021-01-12,1.5529999732971191
2021-01-13,1.548799991607666
2021-01-14,1.5539000034332275
2021-01-15,1.52839994430542
2021-01-19,1.538100004196167
2021-01-20,1.5439000129699707
2021-01-21,1.5478999614715576
2021-01-22,1.548699975013733
2021-01-25,1.5611000061035156
2021-01-26,1.5807000398635864
2021-01-27,1.5771000385284424
2021-01-28,1.582900047302246
2021-01-29,1.5724999904632568
2021-02-01,1.5901000499725342
2021-02-02,1.6160000562667847
2021-02-03,1.6485999822616577
2021-02-04,1.6447999477386475
2021-02-05,1.6492999792099
2021-02-08,1.6748000383377075
2021-02-09,1.6735999584197998
2021-02-10,1.65339994430542
2021-02-11,1.6502000093460083
2021-02-12,1.6924999952316284
2021-02-16,1.7728999853134155
2021-02-17,1.8105000257492065
2021-02-18,1.7942999601364136
2021-02-19,1.8069000244140625
2021-02-22,1.8416999578475952
2021-02-23,1.8586000204086304
2021-02-24,1.8955999612808228
2021-02-25,1.892300009727478
2021-02-26,1.8769999742507935
2021-03-01,1.9428999423980713
2021-03-02,1.936400055885315
2021-03-03,1.951799988746643
2021-03-04,1.9979000091552734
2021-03-05,2.06469988822937
2021-03-08,2.0487000942230225
2021-03-09,2.0501999855041504
2021-03-10,2.0794999599456787
2021-03-11,2.138000011444092
2021-03-12,2.1500000953674316
2021-03-15,2.104599952697754
2021-03-16,2.1012001037597656
2021-03-17,2.047100067138672
2021-03-18,1.944100022315979
2021-03-19,1.9430999755859375
2021-03-22,1.9598000049591064
2021-03-23,1.896399974822998
2021-03-24,1.9889999628067017
2021-03-25,1.9208999872207642
2021-03-26,1.9673000574111938
2021-03-29,1.9952000379562378
2021-03-30,1.9889999628067017
2021-03-31,1.9532999992370605
2021-04-01,2.0223000049591064
2021-04-05,1.9610999822616577
2021-04-06,1.9663000106811523
2021-04-07,1.951799988746643
2021-04-08,1.9593000411987305
2021-04-09,1.9621000289916992
2021-04-12,1.9700000286102295
2021-04-13,1.9757000207901
2021-04-14,2.0355000495910645
2021-04-15,2.051800012588501
2021-04-16,2.039900064468384
2021-04-19,2.0445001125335693
2021-04-20,2.017400026321411
2021-04-21,1.9833999872207642
2021-04-22,1.9746999740600586
2021-04-23,1.9957000017166138
2021-04-26,1.978600025177002
2021-04-27,2.020400047302246
2021-04-28,2.072200059890747
2021-04-29,2.099900007247925
2021-04-30,2.0697999000549316
2021-05-03,2.1015000343322754
2021-05-04,2.15120005607605
2021-05-05,2.1512999534606934
2021-05-06,2.1136999130249023
2021-05-07,2.1268999576568604
2021-05-10,2.1333999633789062
2021-05-11,2.139899969100952
2021-05-12,2.1610000133514404
2021-05-13,2.0952999591827393
2021-05-14,2.1266000270843506
2021-05-17,2.1582999229431152
2021-05-18,2.160900115966797
2021-05-19,2.1019999980926514
2021-05-20,2.0471999645233154
2021-05-21,2.06850004196167
2021-05-24,2.1177000999450684
2021-05-25,2.117300033569336
2021-05-26,2.150099992752075
2021-05-27,2.1517999172210693
2021-05-28,2.140199899673462
2021-06-01,2.1703999042510986
2021-06-02,2.1940999031066895
2021-06-03,2.2018001079559326
2021-06-04,2.2114999294281006
2021-06-07,2.1930999755859375
2021-06-08,2.2190001010894775
2021-06-09,2.202500104904175
2021-06-10,2.2121999263763428
2021-06-11,2.1861000061035156
2021-06-14,2.1712000370025635
2021-06-15,2.1705000400543213
2021-06-16,2.1561999320983887
2021-06-17,2.134200096130371
2021-06-18,2.168299913406372
2021-06-21,2.196899890899658
2021-06-22,2.224299907684326
2021-06-23,2.266900062561035
2021-06-24,2.280900001525879
2021-06-25,2.2639000415802
2021-06-28,2.216599941253662
2021-06-29,2.239000082015991
2021-06-30,2.2444000244140625
2021-07-01,2.2676000595092773
2021-07-02,2.299799919128418
2021-07-06,2.2281999588012695
2021-07-07,2.2060000896453857
2021-07-08,2.255199909210205
2021-07-09,2.2920000553131104
2021-07-12,2.2771999835968018
2021-07-13,2.3183000087738037
2021-07-14,2.2934999465942383
2021-07-15,2.2502999305725098
2021-07-16,2.2535998821258545
2021-07-19,2.1103999614715576
2021-07-20,2.131500005722046
2021-07-21,2.2167000770568848
2021-07-22,2.273200035095215
2021-07-23,2.291300058364868
2021-07-26,2.308300018310547
2021-07-27,2.3141000270843506
2021-07-28,2.308199882507324
2021-07-29,2.3513998985290527
2021-07-30,2.3659000396728516
2021-08-02,2.2746999263763428
2021-08-03,2.2708001136779785
2021-08-04,2.25
2021-08-05,2.2939999103546143
2021-08-06,2.2569000720977783
2021-08-09,2.234800100326538
2021-08-10,2.267899990081787
2021-08-11,2.3022000789642334
2021-08-12,2.275399923324585
2021-08-13,2.2625999450683594
2021-08-16,2.200900077819824
2021-08-17,2.165600061416626
2021-08-18,2.147700071334839
2021-08-19,2.0815000534057617
2021-08-20,2.0236001014709473
2021-08-23,2.123199939727783
2021-08-24,2.180799961090088
2021-08-25,2.300800085067749
2021-08-26,2.2553999423980713
2021-08-27,2.274199962615967
2021-08-30,2.312700033187866
2021-08-31,2.282599925994873
2021-09-01,2.1108999252319336
2021-09-02,2.1635000705718994
2021-09-03,2.1540000438690186
2021-09-07,2.130000114440918
2021-09-08,2.1321001052856445
2021-09-09,2.0996999740600586
2021-09-10,2.1540000438690186
2021-09-13,2.160900115966797
2021-09-14,2.1723999977111816
2021-09-15,2.2065999507904053
2021-09-16,2.1812000274658203
2021-09-17,2.171299934387207
2021-09-20,2.1152000427246094
2021-09-21,2.1052000522613525
2021-09-22,2.1238999366760254
2021-09-23,2.1714999675750732
2021-09-24,2.1875
2021-09-27,2.2237000465393066
2021-09-28,2.201900005340576
2021-09-29,2.229300022125244
2021-09-30,2.2535998821258545
2021-10-01,2.25
2021-10-04,2.308500051498413
2021-10-05,2.3578999042510986
2021-10-06,2.308199882507324
2021-10-07,2.334399938583374
2021-10-08,2.3661999702453613
2021-10-11,2.3778998851776123
2021-10-12,2.3828999996185303
2021-10-13,2.4054999351501465
2021-10-14,2.434999942779541
2021-10-15,2.4863998889923096
2021-10-18,2.486599922180176
2021-10-19,2.4755001068115234
2021-10-20,2.5083999633789062
2021-10-21,2.48009991645813
2021-10-22,2.482100009918213
2021-10-25,2.516200065612793
2021-10-26,2.5167999267578125
2021-10-27,2.449700117111206
2021-10-28,2.434999942779541
2021-10-29,2.4619998931884766
2021-11-01,2.4093000888824463
2021-11-02,2.4500999450683594
2021-11-03,2.3385000228881836
2021-11-04,2.29259991645813
2021-11-05,2.3208999633789062
2021-11-08,2.322200059890747
2021-11-09,2.375200033187866
2021-11-10,2.2971999645233154
2021-11-11,2.3178000450134277
2021-11-12,2.3113999366760254
2021-11-15,2.3287999629974365
2021-11-16,2.3496999740600586
2021-11-17,2.2802999019622803
2021-11-18,2.294300079345703
2021-11-19,2.211899995803833
2021-11-22,2.260200023651123
2021-11-23,2.3371999263763428
2021-11-24,2.319700002670288
2021-11-26,2.029400110244751
2021-11-29,2.0771000385284424
2021-11-30,1.9801000356674194
2021-12-01,1.9510999917984009
2021-12-02,1.9677000045776367
2021-12-03,1.9529000520706177
2021-12-06,2.043299913406372
2021-12-07,2.0999999046325684
2021-12-08,2.1484999656677246
2021-12-09,2.1284000873565674
2021-12-10,2.137200117111206
2021-12-13,2.116499900817871
2021-12-14,2.11080002784729
2021-12-15,2.127500057220459
2021-12-16,2.177799940109253
2021-12-17,2.1217000484466553
2021-12-20,2.0899999141693115
2021-12-21,2.1521999835968018
2021-12-22,2.1679999828338623
2021-12-23,2.2060999870300293
2021-12-27,2.2339000701904297
2021-12-28,2.2471001148223877
2021-12-29,2.271699905395508
2021-12-30,2.296799898147583
2021-12-31,2.2284998893737793
2022-01-03,2.256500005722046
2022-01-04,2.2762999534606934
2022-01-05,2.292099952697754
2022-01-06,2.30430006980896
2022-01-07,2.2988998889923096
2022-01-10,2.275399923324585
2022-01-11,2.3573999404907227
2022-01-12,2.3907999992370605
2022-01-13,2.3840999603271484
2022-01-14,2.4189999103546143
2022-01-18,2.43179988861084
2022-01-19,2.4570000171661377
2022-01-20,2.4621999263763428
2022-01-21,2.4423999786376953
2022-01-24,2.3980000019073486
2022-01-25,2.4595000743865967
2022-01-26,2.522900104522705
2022-01-27,2.5209999084472656
2022-01-28,2.54229998588562
2022-01-31,2.55430006980896
2022-02-01,2.575200080871582
2022-02-02,2.6070001125335693
2022-02-03,2.642699956893921
2022-02-04,2.678499937057495
2022-02-07,2.68530011177063
2022-02-08,2.6250998973846436
2022-02-09,2.65339994430542
2022-02-10,2.6654000282287598
2022-02-11,2.738600015640259
2022-02-14,2.779400110244751
2022-02-15,2.669100046157837
2022-02-16,2.6770999431610107
2022-02-17,2.6486001014709473
